image_name,Label_Sentiment
KAM(790).jpg,positive
peach (111).jpg,negative
KAM (580).jpg,negative
yellow (543).jpg,negative
MAMN (419).jpg,neutral
avocados (437).jpg,negative
KAM(391).jpg,negative
KAM(262).jpg,positive
MAMN (297).jpg,neutral
MAMN (430).jpg,neutral
MAMN (1872).jpg,neutral
KAM(911).jpg,positive
MAMN (436).jpg,neutral
osage (328).jpg,negative
avocados (482).jpg,negative
KAM(1216).jpg,positive
avocados (16).jpg,negative
MAMN (328).jpg,neutral
KAM(1284).jpg,positive
KAM(1355).jpg,positive
KAM(73).png,negative
KAM(185).jpg,positive
MAMN (704).jpg,neutral
KAM(1266).jpg,negative
KAM(496).jpg,positive
grape (55).jpg,neutral
KAM (224).jpg,positive
apple (146).jpg,negative
KAM(212).jpg,negative
avocados (185).jpg,negative
avocados (97).jpg,negative
avocados (436).jpg,negative
MAMN (1241).jpg,neutral
KAM(245).png,positive
KAM (750).jpg,positive
MAMN (1225).jpg,neutral
MAMN (345).jpg,neutral
osage (131).jpg,negative
grape (139).jpg,negative
MAMN (1297).jpg,neutral
grape (156).jpg,neutral
MAMN (1233).jpg,neutral
KAM(592).jpg,positive
KAM(241).jpg,positive
MAMN (1772).jpg,neutral
grape (221).jpg,positive
cherry (16).jpg,neutral
KAM (63).jpg,positive
KAM (198).jpg,negative
avocados (186).jpg,negative
MAMN (1890).jpg,neutral
KAM(880).jpg,positive
yellow (25).jpg,negative
KAM (194).jpg,positive
MAMN (2031).jpg,neutral
grape (323).jpg,negative
apple (43).jpg,negative
MAMN (332).jpg,neutral
MAMN (1336).jpg,neutral
KAM(67).png,positive
KAM(272).jpg,positive
yellow (161).jpg,negative
yellow (271).jpg,neutral
papaya (64).jpg,negative
MAMN (1691).jpg,neutral
KAM(156).png,positive
KAM (191).jpg,positive
MAMN (20).png,neutral
MAMN (489).jpg,neutral
MAMN (542).jpg,neutral
osage (285).jpg,negative
apple (71).jpg,positive
KAM (284).jpg,negative
MAMN (556).jpg,neutral
KAM(184).jpg,negative
avocados (244).jpg,positive
KAM(1012).jpg,positive
KAM(1067).jpg,positive
avocados (742).jpg,negative
MAMN (1555).jpg,neutral
MAMN (1240).jpg,neutral
papaya (47).jpg,negative
KAM (69).jpg,negative
kiwi (317).jpg,neutral
KAM (615).jpg,positive
KAM (328).jpg,positive
KAM (639).jpg,positive
avocados (248).jpg,negative
KAM(237).jpg,positive
KAM(1354).jpg,positive
grape (50).jpg,neutral
osage (40).jpg,negative
kiwi (170).jpg,negative
meme95.jpeg,negative
grape (59).jpg,neutral
papaya (89).jpg,negative
MAMN (1838).jpg,neutral
kiwi (53).jpg,positive
KAM (318).jpg,positive
peach (51).jpg,negative
KAM (394).jpg,positive
meme30.jpg,negative
grape (183).jpg,negative
cherry (23).jpg,negative
KAM(8).jpg,negative
KAM(1243).jpg,positive
avocados (195).jpg,negative
KAM(1181).jpg,positive
MAMN (298).jpg,neutral
KAM (147).png,positive
papaya (20).jpg,negative
MAMN (1181).jpg,neutral
KAM(356).jpg,positive
avocados (27).jpg,negative
osage (230).jpg,negative
MAMN (44).png,neutral
papaya (26).jpg,negative
KAM(1062).jpg,positive
dirty (15).jpg,negative
KAM(41).jpg,negative
cherry (10).jpg,positive
yellow (132).jpg,negative
MAMN (1939).jpg,neutral
MAMN (1532).jpg,neutral
yellow (215).jpg,positive
yellow (196).jpg,negative
kiwi (263).jpg,neutral
KAM(1331).jpg,positive
MAMN (1186).jpg,neutral
KAM(212).png,positive
KAM(850).jpg,positive
MAMN (2101).jpg,neutral
avocados (136).jpg,negative
KAM(265).jpg,positive
MAMN (656).jpg,neutral
yellow (476).jpg,negative
KAM (261).jpg,positive
KAM(200).png,positive
yellow (289).jpg,negative
meme18.jpg,negative
papaya (53).jpg,negative
papaya (73).jpg,negative
MAMN (1653).jpg,neutral
grape (115).jpg,positive
KAM(75).png,positive
KAM (160).jpg,positive
yellow (290).jpg,neutral
MAMN (889).jpg,neutral
apple (72).jpg,negative
osage (388).jpg,negative
KAM(1273).jpg,positive
KAM(663).jpg,positive
MAMN (1921).jpg,neutral
MAMN (1073).jpg,neutral
KAM(1296).jpg,positive
KAM(241).png,positive
yellow (322).jpg,negative
avocados (766).jpg,negative
MAMN (729).jpg,neutral
KAM (291).jpg,positive
avocados (243).jpg,neutral
avocados (63).jpg,negative
apple (209).jpg,positive
MAMN (1428).jpg,neutral
KAM(1203).jpg,positive
MAMN (887).jpg,neutral
MAMN (1515).jpg,neutral
KAM(81).jpg,negative
MAMN (1182).jpg,neutral
MAMN (728).jpg,neutral
avocados (260).jpg,negative
grape (144).jpg,negative
MAMN (537).jpg,neutral
MAMN (352).jpg,neutral
KAM(281).jpg,negative
MAMN (473).jpg,neutral
KAM(1228).jpg,positive
KAM(581).jpg,negative
MAMN (49).png,neutral
KAM(405).jpg,positive
KAM(296).jpg,negative
KAM(1197).jpg,positive
grape (198).jpg,positive
MAMN (1338).jpg,neutral
KAM(751).jpg,negative
KAM(335).jpg,negative
KAM (488).jpg,positive
KAM(90).jpg,positive
KAM(431).jpg,positive
MAMN (1810).jpg,neutral
avocados (601).jpg,negative
KAM(276).jpg,negative
MAMN (1484).jpg,neutral
peach (163).jpg,positive
yellow (96).jpg,negative
apple (222).jpg,negative
yellow (258).jpg,negative
KAM(73).jpg,negative
MAMN (2006).jpg,neutral
KAM(672).jpg,positive
grape (261).jpg,negative
MAMN (46).png,neutral
MAMN (649).jpg,neutral
KAM (87).png,positive
yellow (485).jpg,negative
avocados (44).jpg,negative
peach (100).jpg,positive
KAM(203).png,negative
yellow (191).jpg,negative
MAMN (394).jpg,neutral
yellow (355).jpg,negative
avocados (328).jpg,negative
MAMN (2075).jpg,neutral
violance (52).jpg,negative
KAM(153).png,negative
KAM(545).jpg,negative
MAMN (431).jpg,neutral
osage (35).jpg,negative
apple (28).jpg,positive
KAM (149).png,positive
KAM (136).jpg,positive
MAMN (471).jpg,neutral
KAM(169).png,negative
yellow (172).jpg,negative
KAM(1278).jpg,positive
KAM (696).jpg,positive
KAM(795).jpg,positive
MAMN (1342).jpg,neutral
kiwi (258).jpg,positive
KAM (63).png,negative
meme86.jpg,negative
MAMN (393).jpg,neutral
MAMN (308).jpg,neutral
KAM(302).jpg,positive
osage (13).jpg,negative
apple (37).jpg,positive
KAM(762).jpg,positive
KAM(1304).jpg,positive
KAM(616).jpg,positive
MAMN (1306).jpg,neutral
kiwi (300).jpg,negative
KAM (697).jpg,positive
violance (19).jpg,negative
MAMN (1583).jpg,neutral
avocados (151).jpg,negative
KAM (506).jpg,positive
cherry (6).jpg,positive
MAMN (1468).jpg,neutral
osage (68).jpg,negative
kiwi (243).jpg,negative
grape (332).jpg,negative
KAM(52).png,positive
MAMN (2003).jpg,neutral
KAM(230).jpg,positive
MAMN (382).jpg,neutral
cherry (31).jpg,negative
MAMN (774).jpg,neutral
KAM(26).jpg,negative
osage (26).jpg,positive
osage (324).jpg,negative
grape (56).jpg,positive
KAM(791).jpg,positive
KAM(313).jpg,negative
yellow (455).jpg,negative
kiwi (281).jpg,negative
KAM (150).jpg,negative
avocados (367).jpg,negative
violance (36).jpg,negative
KAM(598).jpg,negative
dirty (37).jpg,negative
KAM(635).jpg,positive
KAM(221).jpg,positive
MAMN (397).jpg,neutral
KAM(38).jpg,positive
KAM(502).jpg,positive
MAMN (2004).jpg,neutral
MAMN (1176).jpg,neutral
KAM (542).jpg,positive
KAM (51).jpg,positive
KAM(1202).jpg,negative
grape (240).jpg,negative
MAMN (389).jpg,neutral
yellow (534).jpg,negative
yellow (84).jpg,negative
MAMN (1496).jpg,neutral
KAM(817).jpg,positive
apple (108).jpg,positive
MAMN (795).jpg,neutral
KAM(232).png,positive
MAMN (1899).jpg,neutral
MAMN (1057).jpg,neutral
KAM (223).jpg,positive
KAM(18).jpg,positive
MAMN (1144).jpg,neutral
MAMN (1359).jpg,neutral
KAM(192).jpg,positive
apple (97).jpg,negative
violance (38).jpg,negative
KAM(548).jpg,negative
KAM (176).jpg,positive
MAMN (914).jpg,neutral
KAM (743).jpg,positive
KAM(697).jpg,positive
grape (350).jpg,negative
osage (30).jpg,negative
KAM(822).jpg,negative
KAM(645).jpg,positive
MAMN (1909).jpg,neutral
MAMN (1135).jpg,neutral
MAMN (1032).jpg,neutral
kiwi (142).jpg,positive
peach (168).jpg,negative
KAM (139).jpg,negative
MAMN (1561).jpg,neutral
papaya (10).png,positive
KAM (124).jpg,positive
dirty (96).jpg,negative
apple (142).jpg,negative
KAM(803).jpg,positive
yellow (90).jpg,negative
KAM (221).jpg,positive
KAM(1323).jpg,positive
KAM (53).png,positive
KAM(347).jpg,positive
MAMN (1245).jpg,neutral
osage (97).jpg,negative
KAM(170).jpg,positive
MAMN (1279).jpg,neutral
avocados (109).jpg,negative
MAMN (600).jpg,neutral
MAMN (347).jpg,neutral
KAM(6).png,positive
MAMN (824).jpg,neutral
MAMN (631).jpg,neutral
KAM (281).jpg,negative
avocados (650).jpg,negative
KAM(41).png,positive
MAMN (903).jpg,neutral
MAMN (831).jpg,neutral
MAMN (1167).jpg,neutral
KAM(804).jpg,positive
MAMN (1752).jpg,neutral
MAMN (1304).jpg,neutral
KAM(423).jpg,positive
grape (207).jpg,negative
kiwi (123).jpg,negative
KAM (15).png,positive
MAMN (1323).jpg,neutral
KAM(513).jpg,positive
yellow (358).jpg,negative
avocados (227).jpg,neutral
kiwi (174).jpg,negative
grape (219).jpg,negative
osage (283).jpg,negative
MAMN (313).jpg,neutral
MAMN (1197).jpg,neutral
peach (46).jpg,positive
MAMN (337).jpg,neutral
KAM (593).jpg,positive
KAM(30).png,negative
KAM(1254).jpg,positive
KAM (320).jpg,negative
yellow (378).jpg,neutral
KAM(829).jpg,positive
grape (77).jpg,neutral
MAMN (1729).jpg,neutral
apple (109).jpg,positive
KAM (483).jpg,negative
osage (370).jpg,positive
yellow (360).jpg,positive
MAMN (2073).jpg,neutral
kiwi (12).jpg,negative
MAMN (2100).jpg,neutral
peach (37).jpg,negative
KAM (428).jpg,negative
KAM(294).jpg,positive
KAM(551).jpg,positive
violance (2).jpg,negative
KAM(1148).jpg,positive
MAMN (1662).jpg,neutral
KAM(398).jpg,positive
KAM(793).jpg,positive
KAM(344).jpg,negative
KAM(1129).jpg,positive
yellow (175).jpg,negative
MAMN (521).jpg,neutral
grape (161).jpg,negative
apple (80).jpg,positive
MAMN (1853).jpg,neutral
MAMN (1730).jpg,neutral
MAMN (474).jpg,neutral
MAMN (1497).jpg,neutral
KAM (166).png,negative
KAM(984).jpg,negative
KAM(688).jpg,positive
MAMN (900).jpg,neutral
MAMN (622).jpg,neutral
avocados (504).jpg,negative
osage (210).jpg,negative
KAM(611).jpg,positive
MAMN (1453).jpg,neutral
yellow (192).jpg,negative
KAM(1226).jpg,positive
KAM(213).jpg,positive
avocados (169).jpg,negative
KAM(528).jpg,negative
KAM(678).jpg,negative
dirty (7).jpg,negative
avocados (221).jpg,negative
yellow (469).jpg,negative
avocados (765).jpg,neutral
avocados (606).jpg,negative
MAMN (2008).jpg,neutral
KAM(1281).jpg,positive
KAM(1372).jpg,positive
MAMN (1837).jpg,neutral
avocados (640).jpg,negative
KAM(712).jpg,positive
grape (319).jpg,neutral
KAM(34).png,negative
osage (341).jpg,negative
MAMN (1824).jpg,neutral
MAMN (697).jpg,neutral
KAM(140).jpg,positive
KAM(736).jpg,positive
KAM(1053).jpg,positive
MAMN (1409).jpg,neutral
avocados (703).jpg,negative
KAM(46).png,positive
KAM(326).jpg,negative
KAM (350).jpg,positive
grape (316).jpg,neutral
KAM(1026).jpg,negative
KAM(573).jpg,positive
MAMN (1018).jpg,neutral
grape (28).jpg,positive
MAMN (714).jpg,neutral
MAMN (810).jpg,neutral
KAM(1229).jpg,positive
MAMN (57).png,neutral
yellow (9).jpg,negative
kiwi (270).jpg,negative
KAM (632).jpg,positive
KAM (388).jpg,positive
papaya (13).jpg,negative
yellow (198).jpg,negative
KAM (202).jpg,positive
apple (11).jpg,positive
MAMN (1262).jpg,neutral
apple (221).jpg,positive
dirty (13).jpg,negative
MAMN (1154).jpg,neutral
KAM(900).jpg,positive
MAMN (1488).jpg,neutral
MAMN (1795).jpg,neutral
KAM(1257).jpg,positive
avocados (707).jpg,negative
MAMN (1700).jpg,neutral
MAMN (2074).jpg,neutral
KAM (493).jpg,negative
MAMN (982).jpg,neutral
KAM (297).jpg,positive
MAMN (1945).jpg,neutral
KAM(618).jpg,positive
avocados (96).jpg,negative
KAM(312).jpg,negative
KAM (155).jpg,positive
yellow (152).jpg,negative
MAMN (466).jpg,neutral
KAM(242).png,positive
KAM (122).png,positive
KAM (206).jpg,positive
osage (183).jpg,positive
yellow (165).jpg,negative
MAMN (660).jpg,neutral
KAM(64).png,positive
MAMN (1920).jpg,neutral
KAM (386).jpg,positive
grape (67).jpg,negative
kiwi (48).jpg,negative
MAMN (1548).jpg,neutral
cherry (35).jpg,positive
MAMN (696).jpg,neutral
KAM(392).jpg,negative
osage (315).jpg,negative
KAM(406).jpg,negative
MAMN (1763).jpg,neutral
papaya (145).jpg,negative
KAM (567).jpg,negative
KAM(119).png,negative
avocados (372).jpg,negative
MAMN (500).jpg,neutral
KAM (128).jpg,negative
grape (273).jpg,negative
grape (260).jpg,negative
apple (54).jpg,negative
osage (28).jpg,negative
MAMN (1339).jpg,neutral
avocados (675).jpg,neutral
osage (47).jpg,positive
MAMN (1276).jpg,neutral
MAMN (933).jpg,neutral
yellow (283).jpg,negative
MAMN (438).jpg,neutral
KAM(768).jpg,positive
peach (97).jpg,positive
KAM(1158).jpg,positive
grape (35).jpg,negative
KAM(128).jpg,negative
MAMN (842).jpg,neutral
KAM(1325).jpg,positive
dirty (77).jpg,negative
KAM(1008).jpg,negative
yellow (424).jpg,positive
MAMN (764).jpg,neutral
kiwi (67).jpg,negative
yellow (387).jpg,negative
avocados (392).jpg,negative
apple (81).jpg,negative
KAM(879).jpg,negative
kiwi (235).jpg,negative
grape (326).jpg,neutral
MAMN (1701).jpg,neutral
MAMN (1347).jpg,neutral
MAMN (1633).jpg,neutral
KAM(89).jpg,negative
MAMN (458).jpg,neutral
avocados (138).jpg,negative
MAMN (1602).jpg,neutral
KAM(254).png,positive
violance (44).jpg,negative
KAM (3).png,positive
osage (343).jpg,negative
dirty (102).jpg,negative
yellow (127).jpg,negative
avocados (722).jpg,negative
apple (9).jpg,negative
MAMN (873).jpg,neutral
MAMN (2049).jpg,neutral
KAM(2).jpg,positive
yellow (456).jpg,negative
MAMN (423).jpg,neutral
KAM (324).jpg,positive
MAMN (626).jpg,neutral
grape (209).jpg,neutral
KAM (4).jpg,negative
KAM(66).png,positive
yellow (311).jpg,neutral
MAMN (1797).jpg,neutral
violance (40).jpg,negative
MAMN (758).jpg,neutral
grape (238).jpg,negative
avocados (21).jpg,negative
avocados (413).jpg,negative
MAMN (596).jpg,neutral
MAMN (1982).jpg,neutral
yellow (157).jpg,negative
MAMN (358).jpg,neutral
KAM (41).jpg,negative
cherry (19).jpg,negative
yellow (162).jpg,negative
yellow (515).jpg,negative
peach (67).jpg,negative
yellow (548).jpg,negative
MAMN (1586).jpg,neutral
yellow (111).jpg,negative
yellow (446).jpg,negative
KAM(317).jpg,negative
KAM(366).jpg,positive
KAM (256).jpg,positive
MAMN (953).jpg,neutral
KAM (83).png,positive
osage (125).jpg,negative
MAMN (1192).jpg,neutral
MAMN (1588).jpg,neutral
KAM(403).jpg,positive
avocados (345).jpg,neutral
KAM(382).jpg,positive
MAMN (958).jpg,neutral
kiwi (155).jpg,negative
MAMN (1855).jpg,neutral
KAM (120).jpg,positive
avocados (772).jpg,negative
MAMN (2112).jpg,neutral
MAMN (743).jpg,neutral
KAM (485).jpg,negative
KAM (9).png,positive
MAMN (2034).jpg,neutral
KAM(1353).jpg,positive
grape (201).jpg,negative
KAM (112).jpg,positive
yellow (203).jpg,negative
KAM(1268).jpg,positive
KAM (741).jpg,positive
KAM (64).png,positive
MAMN (444).jpg,neutral
MAMN (350).jpg,neutral
dirty (14).jpg,negative
MAMN (682).jpg,neutral
MAMN (591).jpg,neutral
grape (135).jpg,negative
avocados (315).jpg,negative
KAM (765).jpg,positive
grape (306).jpg,negative
dirty (3).jpg,negative
KAM(375).jpg,positive
avocados (627).jpg,negative
kiwi (176).jpg,positive
meme50.jpg,negative
MAMN (1750).jpg,neutral
MAMN (53).png,neutral
yellow (403).jpg,neutral
KAM (423).jpg,positive
osage (412).jpg,negative
papaya (115).jpg,positive
KAM (335).jpg,positive
KAM(777).jpg,positive
avocados (72).jpg,negative
MAMN (1539).jpg,neutral
peach (125).jpg,negative
avocados (330).jpg,negative
KAM(1259).jpg,positive
KAM(1264).jpg,positive
dirty (19).jpg,negative
kiwi (140).jpg,negative
peach (184).jpg,positive
MAMN (11).png,neutral
MAMN (800).jpg,neutral
KAM(1247).jpg,positive
KAM(77).jpg,positive
peach (188).jpg,negative
yellow (80).jpg,neutral
peach (146).jpg,negative
KAM (123).png,positive
MAMN (1169).jpg,neutral
KAM(49).jpg,positive
KAM(299).jpg,positive
avocados (311).jpg,negative
KAM (58).png,positive
KAM(298).jpg,positive
kiwi (192).jpg,negative
yellow (516).jpg,negative
MAMN (805).jpg,neutral
violance (37).jpg,negative
KAM(201).jpg,positive
MAMN (855).jpg,neutral
KAM(1205).jpg,negative
MAMN (784).jpg,neutral
MAMN (642).jpg,neutral
apple (87).jpg,positive
MAMN (1607).jpg,neutral
KAM(901).jpg,positive
KAM (157).png,positive
KAM(263).jpg,positive
MAMN (1861).jpg,neutral
apple (208).jpg,negative
KAM(22).jpg,positive
KAM (163).png,positive
KAM (136).png,positive
KAM(1032)(1).jpg,negative
MAMN (1130).jpg,neutral
KAM(83).jpg,positive
KAM(239).png,positive
grape (163).jpg,neutral
yellow (174).jpg,negative
osage (48).jpg,negative
avocados (698).jpg,negative
avocados (452).jpg,negative
KAM(1294).jpg,positive
MAMN (2121).jpg,neutral
MAMN (934).jpg,neutral
yellow (251).jpg,negative
MAMN (530).jpg,neutral
KAM(794).jpg,positive
MAMN (1834).jpg,neutral
KAM(1297).jpg,positive
avocados (700).jpg,neutral
yellow (153).jpg,negative
MAMN (1652).jpg,neutral
KAM(945).jpg,negative
yellow (102).jpg,negative
KAM(1159).jpg,negative
KAM(809).jpg,positive
KAM(208).png,positive
KAM(246).png,positive
KAM(922).jpg,positive
KAM(1000).jpg,positive
MAMN (828).jpg,neutral
KAM(495).jpg,negative
KAM(999).jpg,negative
avocados (480).jpg,positive
KAM (34).png,positive
osage (85).jpg,negative
MAMN (1803).jpg,neutral
MAMN (1699).jpg,neutral
violance (42).jpg,negative
MAMN (1743).jpg,neutral
peach (27).jpg,positive
KAM (498).jpg,positive
KAM(192).png,negative
MAMN (699).jpg,neutral
MAMN (2016).jpg,neutral
avocados (383).jpg,negative
KAM(873).jpg,positive
osage (195).jpg,negative
KAM(886).jpg,positive
avocados (474).jpg,negative
KAM(1213).jpg,positive
kiwi (214).jpg,negative
yellow (493).jpg,negative
KAM(1179).jpg,positive
MAMN (1850).jpg,neutral
KAM (277).jpg,positive
KAM(1330).jpg,positive
avocados (709).jpg,negative
osage (164).jpg,negative
KAM (266).jpg,positive
yellow (491).jpg,positive
MAMN (951).jpg,neutral
KAM (92).png,positive
MAMN (1919).jpg,neutral
KAM(245).jpg,positive
osage (366).jpg,negative
MAMN (648).jpg,neutral
MAMN (776).jpg,neutral
KAM(1233).jpg,positive
KAM(923).jpg,positive
MAMN (509).jpg,neutral
MAMN (1829).jpg,neutral
KAM(840).jpg,positive
KAM(167).jpg,positive
KAM(1356).jpg,positive
avocados (540).jpg,negative
MAMN (1266).jpg,neutral
MAMN (1098).jpg,neutral
KAM(1193).jpg,positive
violance (51).jpg,negative
dirty (85).jpg,negative
KAM(271).jpg,positive
KAM (181).png,negative
KAM(1099).jpg,positive
kiwi (278).jpg,positive
violance (76).jpg,negative
kiwi (201).jpg,negative
KAM(544).jpg,negative
KAM (735).jpg,positive
grape (108).jpg,negative
KAM(1388).jpg,positive
peach (72).jpg,positive
MAMN (1881).jpg,neutral
KAM(261).jpg,positive
avocados (729).jpg,neutral
MAMN (373).jpg,neutral
avocados (358).jpg,negative
MAMN (734).jpg,neutral
MAMN (1340).jpg,neutral
avocados (327).jpg,negative
osage (314).jpg,negative
KAM(660).jpg,positive
KAM (121).png,positive
MAMN (2116).jpg,neutral
KAM(374).jpg,positive
MAMN (1200).jpg,neutral
avocados (674).jpg,negative
avocados (228).jpg,negative
MAMN (701).jpg,neutral
KAM (311).jpg,neutral
yellow (259).jpg,neutral
KAM (460).jpg,positive
avocados (690).jpg,negative
KAM (216).jpg,negative
yellow (340).jpg,negative
avocados (708).jpg,negative
avocados (28).jpg,negative
MAMN (1623).jpg,neutral
dirty (83).jpg,negative
yellow (1).jpg,negative
MAMN (1907).jpg,neutral
MAMN (1125).jpg,neutral
dirty (94).jpg,negative
MAMN (1115).jpg,neutral
KAM (26).png,positive
KAM(113).png,negative
MAMN (1918).jpg,neutral
MAMN (1041).jpg,neutral
MAMN (1141).jpg,neutral
apple (117).jpg,positive
MAMN (1579).jpg,neutral
KAM (382).jpg,positive
cherry (13).jpg,negative
peach (65).jpg,negative
MAMN (1527).jpg,neutral
KAM (469).jpg,positive
kiwi (128).jpg,positive
MAMN (1140).jpg,neutral
MAMN (2037).jpg,neutral
papaya (30).jpg,positive
yellow (12).jpg,negative
MAMN (738).jpg,neutral
MAMN (1567).jpg,neutral
meme22.jpg,negative
apple (202).jpg,negative
avocados (389).jpg,negative
MAMN (950).jpg,neutral
osage (66).jpg,positive
yellow (124).jpg,negative
avocados (203).jpg,negative
KAM (638).jpg,positive
kiwi (88).jpg,negative
KAM (364).jpg,positive
MAMN (1194).jpg,neutral
MAMN (30).png,neutral
apple (127).jpg,positive
peach (139).jpg,positive
yellow (43).jpg,negative
MAMN (1190).jpg,neutral
KAM (427).jpg,positive
KAM(576).jpg,positive
KAM(4).jpg,negative
MAMN (1085).jpg,neutral
KAM(1302).jpg,positive
KAM(71).png,negative
avocados (734).jpg,negative
avocados (472).jpg,negative
yellow (489).jpg,negative
osage (348).jpg,negative
kiwi (30).jpg,negative
KAM (153).jpg,negative
MAMN (644).jpg,neutral
KAM(1190).jpg,positive
peach (129).jpg,negative
KAM(350).jpg,positive
osage (208).jpg,negative
MAMN (1940).jpg,neutral
MAMN (1048).jpg,neutral
yellow (317).jpg,negative
dirty (5).jpg,negative
KAM(383).jpg,positive
KAM(413).jpg,positive
KAM(832).jpg,positive
KAM (26).jpg,negative
yellow (261).jpg,negative
apple (167).jpg,negative
MAMN (2028).jpg,neutral
yellow (93).jpg,negative
KAM (705).jpg,positive
KAM(719).jpg,positive
KAM (68).png,positive
KAM(715).jpg,positive
avocados (364).jpg,negative
MAMN (1842).jpg,neutral
MAMN (1016).jpg,neutral
avocados (198).jpg,negative
violance (15).jpg,negative
kiwi (167).jpg,positive
apple (140).jpg,negative
avocados (213).jpg,negative
kiwi (180).jpg,positive
grape (21).jpg,negative
MAMN (1452).jpg,neutral
kiwi (228).jpg,negative
avocados (379).jpg,negative
KAM (509).jpg,positive
MAMN (1995).jpg,neutral
kiwi (160).jpg,negative
MAMN (1736).jpg,neutral
MAMN (1779).jpg,neutral
KAM(511).jpg,negative
peach (107).jpg,positive
osage (91).jpg,negative
yellow (459).jpg,negative
avocados (274).jpg,negative
papaya (93).jpg,negative
avocados (332).jpg,negative
MAMN (1087).jpg,neutral
yellow (454).jpg,negative
avocados (107).jpg,negative
KAM(1185).jpg,positive
MAMN (876).jpg,neutral
yellow (8).jpg,negative
MAMN (836).jpg,neutral
KAM (226).jpg,positive
KAM (258).png,positive
MAMN (1478).jpg,neutral
grape (116).jpg,negative
MAMN (1820).jpg,neutral
KAM(1013).jpg,positive
avocados (329).jpg,positive
kiwi (342).jpg,neutral
KAM(675).jpg,negative
avocados (360).jpg,negative
yellow (482).jpg,negative
KAM(409).jpg,negative
MAMN (1535).jpg,neutral
KAM (556).jpg,positive
KAM(1305).jpg,positive
KAM(196).png,negative
KAM(1390).jpg,positive
apple (204).jpg,negative
yellow (533).jpg,negative
KAM (466).jpg,positive
yellow (488).jpg,negative
KAM(1361).jpg,positive
KAM (384).jpg,positive
apple (223).jpg,positive
avocados (81).jpg,negative
apple (182).jpg,negative
grape (157).jpg,neutral
KAM (110).jpg,negative
yellow (264).jpg,negative
apple (60).jpg,positive
MAMN (557).jpg,neutral
MAMN (994).jpg,neutral
MAMN (809).jpg,neutral
MAMN (453).jpg,neutral
MAMN (1848).jpg,neutral
KAM (389).jpg,positive
KAM(754).jpg,negative
KAM(579).jpg,positive
KAM(567).jpg,negative
grape (216).jpg,negative
MAMN (637).jpg,neutral
KAM (295).jpg,positive
osage (62).jpg,negative
osage (90).jpg,negative
KAM (91).png,positive
KAM(84).png,positive
KAM(1357).jpg,positive
yellow (273).jpg,negative
yellow (5).jpg,negative
avocados (4).jpg,negative
KAM(529).jpg,negative
MAMN (1055).jpg,neutral
yellow (449).jpg,negative
KAM(1156).jpg,positive
MAMN (962).jpg,neutral
cherry (30).jpg,positive
MAMN (1410).jpg,neutral
KAM(501).jpg,positive
KAM(101).jpg,positive
KAM (752).jpg,positive
MAMN (675).jpg,neutral
KAM(1363).jpg,positive
KAM (190).png,positive
dirty (58).jpg,negative
MAMN (1443).jpg,neutral
MAMN (1146).jpg,neutral
grape (339).jpg,positive
KAM (682).jpg,positive
MAMN (2007).jpg,neutral
apple (66).jpg,negative
MAMN (1207).jpg,neutral
avocados (571).jpg,negative
MAMN (624).jpg,neutral
KAM (240).png,positive
KAM (31).png,positive
KAM (375).jpg,positive
KAM(1112).jpg,positive
avocados (231).jpg,positive
MAMN (401).jpg,neutral
osage (302).jpg,positive
MAMN (1760).jpg,neutral
kiwi (32).jpg,negative
KAM(952).jpg,positive
KAM (160).png,positive
avocados (154).jpg,negative
avocados (279).jpg,negative
KAM(159).jpg,negative
MAMN (970).jpg,neutral
peach (52).jpg,negative
apple (79).jpg,positive
grape (96).jpg,negative
KAM (234).png,positive
MAMN (862).jpg,neutral
KAM (329).jpg,negative
grape (133).jpg,neutral
KAM(226).jpg,positive
dirty (64).jpg,negative
grape (194).jpg,negative
MAMN (988).jpg,neutral
MAMN (340).jpg,neutral
avocados (550).jpg,negative
kiwi (153).jpg,negative
kiwi (196).jpg,positive
MAMN (1020).jpg,neutral
yellow (457).jpg,negative
KAM (312).jpg,negative
MAMN (370).jpg,neutral
KAM (723).jpg,positive
yellow (450).jpg,negative
osage (29).jpg,neutral
MAMN (923).jpg,neutral
KAM(1176).jpg,positive
osage (147).jpg,negative
KAM(1154).jpg,positive
KAM (527).jpg,negative
KAM(16).jpg,positive
grape (190).jpg,positive
yellow (59).jpg,negative
avocados (563).jpg,neutral
MAMN (1188).jpg,neutral
KAM (617).jpg,positive
KAM(530).jpg,positive
KAM (256).png,positive
kiwi (168).jpg,negative
KAM (600).jpg,negative
yellow (422).jpg,negative
KAM (373).jpg,positive
MAMN (2044).jpg,neutral
peach (206).jpg,negative
KAM(303).jpg,negative
MAMN (1655).jpg,neutral
osage (153).jpg,negative
KAM(550).jpg,negative
grape (131).jpg,positive
MAMN (617).jpg,neutral
avocados (271).jpg,negative
yellow (444).jpg,negative
MAMN (1866).jpg,neutral
yellow (426).jpg,positive
osage (235).jpg,negative
MAMN (1879).jpg,neutral
KAM (30).jpg,positive
KAM(132).png,positive
KAM (154).png,positive
MAMN (820).jpg,neutral
MAMN (1585).jpg,neutral
KAM(467).jpg,positive
yellow (389).jpg,negative
KAM (273).jpg,positive
avocados (321).jpg,negative
KAM(910).jpg,positive
yellow (436).jpg,negative
KAM(797).jpg,positive
MAMN (803).jpg,neutral
